Wavelength[nm],T% at AOI 0 deg
364.5,0.000912185
364,0.000937331
363.5,0.0009169
363,0.00100763
362.5,0.000993975
362,0.000907018
361.5,0.000902422
361,0.001025858
360.5,0.000790181
360,0.000936804
359.5,0.00092126
359,0.001102592
358.5,0.00096574
358,0.000835768
357.5,0.000859287
357,0.001176162
356.5,0.000929551
356,0.001060868
355.5,0.001009506
355,0.001084843
354.5,0.001115987
354,0.001016612
353.5,0.00126679
353,0.00136236
352.5,0.000874129
352,0.000987059
351.5,0.001017081
351,0.001058645
350.5,0.001040788
350,0.001016505
349.5,0.001012314
349,0.001037346
348.5,0.001185254
348,0.000975968
347.5,0.001290987
347,0.00107898
346.5,0.000916583
346,0.001218483
345.5,0.001249707
345,0.001343211
344.5,0.001217252
344,0.001008031
343.5,0.00138205
343,0.001100795
342.5,0.001093386
342,0.000783587
341.5,0.000774718
341,0.001107076
340.5,0.001149822
340,0.000906747
339.5,0.001274632
339,0.001157939
338.5,0.001065711
338,0.001298369
337.5,0.000953402
337,0.001108113
336.5,0.001043431
336,0.001185521
335.5,0.001238493
335,0.0012081
334.5,0.001235603
334,0.001042313
333.5,0.001079086
333,0.001004694
332.5,0.000898648
332,0.001028748
331.5,0.001168989
331,0.001278989
330.5,0.0012814
330,0.001120442
329.5,0.000908987
329,0.000997119
328.5,0.00106144
328,0.00139233
327.5,0.001129822
327,0.001000335
326.5,0.000925951
326,0.000937927
325.5,0.001002761
325,0.001006405
324.5,0.000997049
324,0.001085371
323.5,0.000910223
323,0.001099321
322.5,0.001166191
322,0.001079731
321.5,0.000941019
321,0.001176348
320.5,0.001002456
320,0.000984186
319.5,0.001184953
319,0.000945819
318.5,0.001202308
318,0.001118921
317.5,0.001082412
317,0.001065456
316.5,0.000976092
316,0.000851622
315.5,0.000966781
315,0.000908519
314.5,0.00106793
314,0.001003235
313.5,0.000932136
313,0.001121838
312.5,0.001157609
312,0.001027403
311.5,0.001107664
311,0.001046744
310.5,0.000869323
310,0.000920415
309.5,0.00116685
309,0.001067705
308.5,0.000995446
308,0.001015566
307.5,0.001006878
307,0.000820775
306.5,0.000968749
306,0.001075433
305.5,0.0009293
305,0.001035199
304.5,0.000965419
304,0.001032192
303.5,0.001110462
303,0.000717201
302.5,0.000948263
302,0.000820574
301.5,0.000824499
301,0.000836378
300.5,0.00088953
300,0.00066329
