Wavelength[nm],T% at AOI 0 deg
824.0 ,0.000182534
823.5 ,0.000180233
823.0 ,-0.00019188
822.5 ,-0.000318164
822.0 ,0.000230226
821.5 ,3.73E-05
821.0 ,-0.000154439
820.5 ,-0.000160826
820.0 ,-0.000173331
819.5 ,9.19E-05
819.0 ,0.000358577
818.5 ,0.000100813
818.0 ,-0.000102383
817.5 ,3.07E-05
817.0 ,9.77E-07
816.5 ,0.000118876
816.0 ,0.000110235
815.5 ,3.85E-05
815.0 ,-0.000114056
814.5 ,0.000167677
814.0 ,-0.000127849
813.5 ,0.000369244
813.0 ,-0.000173949
812.5 ,-0.000146556
812.0 ,-0.000113527
811.5 ,-1.58E-05
811.0 ,-9.91E-05
810.5 ,-0.000159207
810.0 ,-4.61E-05
809.5 ,-0.000326555
809.0 ,-0.000213057
808.5 ,-7.79E-05
808.0 ,-0.000102484
807.5 ,1.09E-05
807.0 ,-5.46E-05
806.5 ,-3.60E-05
806.0 ,-0.000201037
805.5 ,0.000169357
805.0 ,2.94E-05
804.5 ,-0.00028624
804.0 ,6.29E-05
803.5 ,1.22E-05
803.0 ,3.33E-06
802.5 ,0.000132442
802.0 ,0.000474448
801.5 ,0.00029615
801.0 ,7.79E-05
800.5 ,0.000204587
800.0 ,0.000309921
799.5 ,0.000444143
799.0 ,0.0006478
798.5 ,0.000414104
798.0 ,0.000376465
797.5 ,0.000456243
797.0 ,0.000677132
796.5 ,0.000449589
796.0 ,0.000623564
795.5 ,0.000355734
795.0 ,0.000484729
794.5 ,0.00047986
794.0 ,0.00054503
793.5 ,0.000629002
793.0 ,0.000700816
792.5 ,0.000626931
792.0 ,0.000371551
791.5 ,0.000482968
791.0 ,0.000495624
790.5 ,0.000673874
790.0 ,0.0004527
789.5 ,0.000642573
789.0 ,0.000753105
788.5 ,0.000496713
788.0 ,0.000671113
787.5 ,0.000816223
787.0 ,0.000733419
786.5 ,0.000550725
786.0 ,0.000636923
785.5 ,0.000944274
785.0 ,0.000880856
784.5 ,0.00062975
784.0 ,0.001019159
783.5 ,0.000982715
783.0 ,0.00046625
782.5 ,0.000833597
782.0 ,0.00087147
781.5 ,0.000863098
781.0 ,0.001086576
780.5 ,0.000946341
780.0 ,0.001043022
779.5 ,0.001103377
779.0 ,0.000976055
778.5 ,0.000919929
778.0 ,0.000968414
777.5 ,0.000972336
777.0 ,0.000821003
776.5 ,0.001006859
776.0 ,0.001434046
775.5 ,0.001349958
775.0 ,0.001470376
774.5 ,0.001307028
774.0 ,0.001491678
773.5 ,0.001298493
773.0 ,0.001429086
772.5 ,0.001558493
772.0 ,0.001539761
771.5 ,0.001701345
771.0 ,0.001746359
770.5 ,0.00164781
770.0 ,0.001856635
769.5 ,0.001823209
769.0 ,0.002093267
768.5 ,0.002347737
768.0 ,0.002549768
767.5 ,0.002237531
767.0 ,0.002378451
766.5 ,0.002676649
766.0 ,0.002786577
765.5 ,0.002636734
765.0 ,0.00271351
764.5 ,0.003033442
764.0 ,0.003377621
763.5 ,0.003096525
763.0 ,0.003479202
762.5 ,0.003728822
762.0 ,0.003871245
761.5 ,0.003949534
761.0 ,0.004222818
760.5 ,0.004468239
760.0 ,0.004826976
759.5 ,0.005194244
759.0 ,0.005538647
758.5 ,0.005769348
758.0 ,0.005928189
757.5 ,0.006540701
757.0 ,0.00681799
756.5 ,0.006987706
756.0 ,0.007625162
755.5 ,0.008445947
755.0 ,0.008255361
754.5 ,0.009323219
754.0 ,0.010215756
753.5 ,0.010833599
753.0 ,0.011545953
752.5 ,0.012318536
752.0 ,0.013361576
751.5 ,0.014312973
751.0 ,0.015134028
750.5 ,0.016465148
750.0 ,0.017735183
749.5 ,0.019417424
749.0 ,0.020819305
748.5 ,0.022747699
748.0 ,0.024640627
747.5 ,0.026786264
747.0 ,0.028968416
746.5 ,0.03160749
746.0 ,0.03453036
745.5 ,0.037953023
745.0 ,0.04131154
744.5 ,0.045145914
744.0 ,0.049610283
743.5 ,0.054407835
743.0 ,0.059749007
742.5 ,0.065790422
742.0 ,0.072924122
741.5 ,0.080517642
741.0 ,0.088669345
740.5 ,0.098389596
740.0 ,0.108610839
739.5 ,0.121322937
739.0 ,0.134921327
738.5 ,0.14993009
738.0 ,0.167534962
737.5 ,0.187184691
737.0 ,0.210380107
736.5 ,0.234748751
736.0 ,0.264932185
735.5 ,0.297857463
735.0 ,0.337101668
734.5 ,0.381217629
734.0 ,0.430556655
733.5 ,0.488647878
733.0 ,0.556315303
732.5 ,0.632838965
732.0 ,0.722920716
731.5 ,0.826088131
731.0 ,0.946890116
730.5 ,1.084866047
730.0 ,1.248580933
729.5 ,1.441183925
729.0 ,1.660779715
728.5 ,1.922173977
728.0 ,2.225161076
727.5 ,2.579944849
727.0 ,3.006685972
726.5 ,3.498683929
726.0 ,4.072609901
725.5 ,4.770832539
725.0 ,5.573364735
724.5 ,6.505200386
724.0 ,7.628966331
723.5 ,8.9278965
723.0 ,10.4472971
722.5 ,12.23053169
722.0 ,14.27786541
721.5 ,16.65867043
721.0 ,19.37401199
720.5 ,22.42926598
720.0 ,25.87626839
719.5 ,29.66153717
719.0 ,33.88951874
718.5 ,38.37271881
718.0 ,43.05062485
717.5 ,48.0561142
717.0 ,53.07622528
716.5 ,58.034832
716.0 ,63.03861618
715.5 ,67.70272827
715.0 ,72.09544373
714.5 ,76.18486023
714.0 ,79.83152008
713.5 ,83.08083344
713.0 ,85.92124939
712.5 ,88.37176514
712.0 ,90.39941406
711.5 ,92.09122467
711.0 ,93.48617554
710.5 ,94.62532043
710.0 ,95.52713013
709.5 ,96.28115082
709.0 ,96.85980225
708.5 ,97.30342865
708.0 ,97.67615509
707.5 ,97.94921875
707.0 ,98.17619324
706.5 ,98.33507538
706.0 ,98.45879364
705.5 ,98.56154633
705.0 ,98.64940643
704.5 ,98.70238495
704.0 ,98.74822998
703.5 ,98.78472137
703.0 ,98.80899811
702.5 ,98.83836365
702.0 ,98.8638916
701.5 ,98.85464478
701.0 ,98.87416077
700.5 ,98.89949799
700.0 ,98.89319611
699.5 ,98.89858246
699.0 ,98.9204483
698.5 ,98.93561554
698.0 ,98.92429352
697.5 ,98.91768646
697.0 ,98.91939545
696.5 ,98.91740417
696.0 ,98.91696167
695.5 ,98.91368103
695.0 ,98.92459106
694.5 ,98.92985535
694.0 ,98.93157959
693.5 ,98.9209137
693.0 ,98.91252899
692.5 ,98.89912415
692.0 ,98.89823914
691.5 ,98.90093231
691.0 ,98.8815155
690.5 ,98.87889862
690.0 ,98.88322449
689.5 ,98.86303711
689.0 ,98.86130524
688.5 ,98.85015869
688.0 ,98.86483002
687.5 ,98.84553528
687.0 ,98.82401276
686.5 ,98.82965851
686.0 ,98.8136673
685.5 ,98.80609894
685.0 ,98.81633759
684.5 ,98.79166412
684.0 ,98.79920959
683.5 ,98.78337097
683.0 ,98.76013184
682.5 ,98.7572937
682.0 ,98.74380493
681.5 ,98.73680115
681.0 ,98.73091888
680.5 ,98.7272644
680.0 ,98.7204895
679.5 ,98.70428467
679.0 ,98.68783569
678.5 ,98.6900177
678.0 ,98.67004395
677.5 ,98.66832733
677.0 ,98.6692276
676.5 ,98.6620636
676.0 ,98.65116119
675.5 ,98.65649414
675.0 ,98.64480591
674.5 ,98.6517868
674.0 ,98.67199707
673.5 ,98.66029358
673.0 ,98.6700592
672.5 ,98.69353485
672.0 ,98.71450806
671.5 ,98.71823883
671.0 ,98.77526855
670.5 ,98.77016449
670.0 ,98.78562927
669.5 ,98.80225372
669.0 ,98.82202911
668.5 ,98.84012604
668.0 ,98.87751007
667.5 ,98.89344788
667.0 ,98.90322876
666.5 ,98.9389801
666.0 ,98.92922211
665.5 ,98.92472076
665.0 ,98.90956879
664.5 ,98.89666748
664.0 ,98.87112427
663.5 ,98.85269165
663.0 ,98.80702972
662.5 ,98.75225067
662.0 ,98.68050385
661.5 ,98.60505676
661.0 ,98.51757813
660.5 ,98.41249847
660.0 ,98.32361603
659.5 ,98.21914673
659.0 ,98.10292816
658.5 ,97.98223877
658.0 ,97.84711456
657.5 ,97.72525787
657.0 ,97.58873749
656.5 ,97.46633911
656.0 ,97.36089325
655.5 ,97.24655151
655.0 ,97.14840698
654.5 ,97.04751587
654.0 ,96.96379089
653.5 ,96.90233612
653.0 ,96.85098267
652.5 ,96.8085556
652.0 ,96.79706573
651.5 ,96.78869629
651.0 ,96.8204422
650.5 ,96.85369873
650.0 ,96.91698456
649.5 ,96.99773407
649.0 ,97.08534241
648.5 ,97.19898987
648.0 ,97.32389832
647.5 ,97.46546936
647.0 ,97.61097717
646.5 ,97.76300049
646.0 ,97.91814423
645.5 ,98.08901215
645.0 ,98.26070404
644.5 ,98.40577698
644.0 ,98.53855133
643.5 ,98.67534637
643.0 ,98.79925537
642.5 ,98.90809631
642.0 ,98.99409485
641.5 ,99.06841278
641.0 ,99.13192749
640.5 ,99.16222382
640.0 ,99.18140411
639.5 ,99.17649841
639.0 ,99.1512146
638.5 ,99.11154175
638.0 ,99.04366302
637.5 ,98.98355865
637.0 ,98.9098587
636.5 ,98.83748627
636.0 ,98.75283813
635.5 ,98.66677856
635.0 ,98.58060455
634.5 ,98.50333405
634.0 ,98.43527985
633.5 ,98.38049316
633.0 ,98.3219223
632.5 ,98.2922287
632.0 ,98.26380157
631.5 ,98.25639343
631.0 ,98.2754364
630.5 ,98.27861786
630.0 ,98.30677795
629.5 ,98.34194183
629.0 ,98.40522003
628.5 ,98.46786499
628.0 ,98.5344696
627.5 ,98.59796906
627.0 ,98.66123199
626.5 ,98.72507477
626.0 ,98.78593445
625.5 ,98.8217392
625.0 ,98.86483765
624.5 ,98.90019226
624.0 ,98.89778137
623.5 ,98.90228271
623.0 ,98.87851715
622.5 ,98.85552216
622.0 ,98.80409241
621.5 ,98.79833984
621.0 ,98.70471191
620.5 ,98.62101746
620.0 ,98.54656982
619.5 ,98.45906067
619.0 ,98.36962891
618.5 ,98.29357147
618.0 ,98.22285461
617.5 ,98.20305634
617.0 ,98.12593842
616.5 ,98.07794952
616.0 ,98.05059814
615.5 ,98.05220032
615.0 ,98.05724335
614.5 ,98.08502197
614.0 ,98.1335907
613.5 ,98.18478394
613.0 ,98.26066589
612.5 ,98.34809113
612.0 ,98.42383575
611.5 ,98.52809906
611.0 ,98.59568787
610.5 ,98.70067596
610.0 ,98.78032684
609.5 ,98.85570526
609.0 ,98.90975189
608.5 ,98.94974518
608.0 ,98.9731369
607.5 ,98.9646225
607.0 ,98.94686127
606.5 ,98.89982605
606.0 ,98.84952545
605.5 ,98.74729919
605.0 ,98.64950562
604.5 ,98.51456451
604.0 ,98.38833618
603.5 ,98.23551178
603.0 ,98.0871048
602.5 ,97.93422699
602.0 ,97.79516602
601.5 ,97.65297699
601.0 ,97.5056076
600.5 ,97.3886261
600.0 ,97.28779602
599.5 ,97.19441223
599.0 ,97.12332153
598.5 ,97.09405518
598.0 ,97.05618286
597.5 ,97.06790161
597.0 ,97.0896225
596.5 ,97.11075592
596.0 ,97.15739441
595.5 ,97.21387482
595.0 ,97.27760315
594.5 ,97.35344696
594.0 ,97.41921234
593.5 ,97.48058319
593.0 ,97.52902222
592.5 ,97.58969116
592.0 ,97.6044693
591.5 ,97.63249969
591.0 ,97.62963867
590.5 ,97.60667419
590.0 ,97.59672546
589.5 ,97.54383087
589.0 ,97.49209595
588.5 ,97.41991425
588.0 ,97.35388184
587.5 ,97.30033112
587.0 ,97.22583771
586.5 ,97.1791153
586.0 ,97.11972809
585.5 ,97.08245087
585.0 ,97.05050659
584.5 ,97.05969238
584.0 ,97.08026886
583.5 ,97.11177826
583.0 ,97.17852783
582.5 ,97.25923157
582.0 ,97.35887909
581.5 ,97.4937439
581.0 ,97.65203094
580.5 ,97.7755127
580.0 ,97.90755463
579.5 ,98.05130005
579.0 ,98.20812988
578.5 ,98.35700989
578.0 ,98.47655487
577.5 ,98.58403015
577.0 ,98.68228149
576.5 ,98.77819061
576.0 ,98.85122681
575.5 ,98.911026
575.0 ,98.94056702
574.5 ,98.94928741
574.0 ,98.95238495
573.5 ,98.95562744
573.0 ,98.93699646
572.5 ,98.921875
572.0 ,98.89552307
571.5 ,98.8703537
571.0 ,98.85163879
570.5 ,98.84105682
570.0 ,98.82598877
569.5 ,98.82717133
569.0 ,98.83729553
568.5 ,98.83345795
568.0 ,98.82601929
567.5 ,98.83688354
567.0 ,98.82926941
566.5 ,98.83078003
566.0 ,98.80849457
565.5 ,98.7752533
565.0 ,98.72355652
564.5 ,98.64677429
564.0 ,98.55024719
563.5 ,98.45050049
563.0 ,98.30216217
562.5 ,98.16378021
562.0 ,97.98162842
561.5 ,97.809021
561.0 ,97.62709808
560.5 ,97.45011139
560.0 ,97.28686523
559.5 ,97.12239838
559.0 ,97.0057373
558.5 ,96.88409424
558.0 ,96.79641724
557.5 ,96.7664566
557.0 ,96.75896454
556.5 ,96.78818512
556.0 ,96.86727905
555.5 ,96.94870758
555.0 ,97.10677338
554.5 ,97.26250458
554.0 ,97.44247437
553.5 ,97.6501236
553.0 ,97.85105896
552.5 ,98.04930115
552.0 ,98.24367523
551.5 ,98.40316772
551.0 ,98.53866577
550.5 ,98.65390015
550.0 ,98.71152496
549.5 ,98.73999786
549.0 ,98.70320129
548.5 ,98.66279602
548.0 ,98.57623291
547.5 ,98.4573288
547.0 ,98.30956268
546.5 ,98.13510132
546.0 ,97.97454834
545.5 ,97.77949524
545.0 ,97.63233948
544.5 ,97.48742676
544.0 ,97.35656738
543.5 ,97.27210236
543.0 ,97.20539093
542.5 ,97.17334747
542.0 ,97.19225311
541.5 ,97.2151413
541.0 ,97.28448486
540.5 ,97.38591003
540.0 ,97.50960541
